ID	word	translation
807	furl	виться, свертываться, складывать (веер, зонт) убирать (паруса) свёртывание, сжатие свиток [ fɜːl ]
2176	hold at bay	держать кого-л. в страхе, не подпускать []
2279	wash down	запивать (еду) The meal was so bad that we had to wash it down with cheap wine. []
373	hanging	драпировки, портьеры; гардины висящий, свисающий смертная казнь через повешение [ 'hæŋɪŋ ]
556	cling	цепляться; прилипать; крепко держаться оставаться верным (чему-л., кому-л.) [ klɪŋ ]
1955	clip	скрепка, зажим обойма зажимать, сжимать; крепко схватить стричь, обрезать, урезать, сокращать быстро двигаться, быстро бежать надувать, обманывать; грабить сильный удар [ klɪp ]
2282	wigging	нагоняй, нахлобучка, разнос [ 'wɪgɪŋ ]
12	beak	клюв [ biːk ]
2007	humongous	огромный, невероятный (по величине, значимости) [ hjuː'mʌŋgəs ]
59	dab	лёгкое прикосновение, касание, похлопывание
2336	draw in	уменьшать, сокращать вовлекать, впутывать; останавливаться (в каком-л. месте) , медленно подъезжать (к) []
2039	outlaw	человек, объявленный вне закона, преступник объявлять (кого-л.) вне закона;[ 'autlɔː ]
875	possession	владение, обладание имущество; пожитки одержимость [ pə'zeʃ(ə)n ]
2200	mead	медовуха луг [ miːd ] Syn: meadow луг, луговина; низина, пойменная земля [ 'medəu ]
483	take heed	обращать внимание, учитывать, принимать во внимание; внимательно следить (за чем-л.) [ hiːd ]
1709	shrivel	высушивать, вызывать увядание истощать, ослаблять заставлять съёживаться (от страха и т. п.) [ 'ʃrɪv(ə)l ]
2329	draw a blank	ничего не найти; потерпеть неудачу []
1182	hip	бедро (round hips — полные бёдра ); конёк, ребро крыши; шиповник ягода шиповника ;скверное настроение; меланхолия; знающий толк в чём-л; разбирающийся; сообщать, информировать; гип, гип-гип , приветствовать возгласами "Гип-гип ура!" [ hɪp ]
221	sticky end	an unpleasant finish or death (esp in the phrase come to or meet a sticky end) [stiki end]
590	flatten	нанести удар, сбить с ног; раздавить, приводить в уныние, выравнивать, разглаживать [ 'flæt(ə)n ]
1140	daresay	( I daresay) полагаю, думаю, мне кажется; осмелюсь сказать (иногда иронически) [ ˌdeə'seɪ ]
852	make up	придумывать, выдумывать, сочинять быть частью, составлять пополнять, возмещать исполнять поддерживать огонь готовить (еду), убирать пересдавать(экзамен) []
2078	squash	подавлять, усмирять выжимать; раздавливать, расплющивать, (i)n втискивать, заталкивать, (up) толпиться; тесниться проталкиваться; втискиваться заставить замолчать, обрезать; хлюпать; шлёпать; тыква цуккини патиссон; размягчённая масса, кашица толпа; давка;напиток "сквош" [ skwɔʃ ]
2644	yikes	(выражает изумление, испуг, досаду) I was pulled over by a cop. Yikes. I was going 65 in a 50 mph zone.[ jaɪks ]
382	infusion	настой, настойка вливание примесь, оттенок [ ɪn'fjuːʒ(ə)n ]
1155	duster	пыльная тряпка; тряпка для пыли; щётка для обметания, чистки приспособление для посыпания (сахарной пудрой, перцем) ; распылитель [ 'dʌstə ]
1770	bloom	цвет, цветение цвести светить мягким светом крица, стальная заготовка, блюм свежесть, очарование букет, аромат пушок (на плодах) ; восковой налёт [ bluːm ]
2772	playwright	драматург [ 'pleɪraɪt ]
2566	inappropriate	негодный, неподходящий, несоответствующий, неуместный syn: misplaced, out of place, unsuitable [ ˌɪnə'prəuprɪət ]
838	inscription	надпись краткое посвящение [ ɪn'skrɪpʃ(ə)n ]
14	bear	нести
969	affair	дело вопрос происшествие, инцидент, дело событие, мероприятие; явление штука, штуковина love affair роман, любовная связь, амур(ы) [ ə'feə ]
89	flatter	льстить
995	croak	издавать хриплые звуки каркать; квакать брюзжать, ворчать хриплый звук карканье;[ krəuk ]
1913	tack	политическая линия; линия поведения приложение, дополнение; добавление клейкость, липкость изменить мнение, поведение; менять политический курс вносить поправку в законопроект гвоздик с широкой шляпкой; кнопка [ tæk ]
1198	lounge	гостиная холл, комната для отдыха (в отеле, клубе и т. п.) сидеть развалившись, расслабившись [ launʤ ]
191	shine,shone	светить, сиять, озарять
1750	uptake	понимание to be slow in the uptake — соображать медленно [ 'ʌpteɪk ]
771	dampen	расхолаживать, умерять, охлаждать (пыл) , угнетать, подавлять становиться влажным; отсыревать [ 'dæmpən ]
798	fir tree	пихтахвойное дерево [ 'fɜːˌtriː ]
1073	straighten	выпрямлять выпрямляться, разгибаться (out)-приводить в порядок исправить (кого-л.) [ 'streɪt(ə)n ]
2259	tell off	разг. ругать; отчитывать, бранить, разносить производить строевой расчёт отсчитывать, отбирать считать, пересчитывать количество []
1706	searing	жгучий, обжигающий (о боли) очень горячий, обжигающий [ 'sɪəɪŋ ]
598	fumble	нащупывать мять, теребить (что-л.) ; вертеть в руках неумело обращаться мычать, мямлить, бормотать [ 'fʌmbl ]
2229	rehearsed	отрепетированный [ rɪ'hɜːst ]
87	fidget	fidget about проявлять нетерпение, беспокойно двигаться; ёрзать [ 'fɪʤɪt ]
1212	nimbly	проворно, ловко; легко быстро, живо находчиво, остроумно; метко, не в бровь, а в глаз [ 'nɪmblɪ ]
1719	soak	(soaking rain) - проливной дождь, промочить погружать (в воду) ; замачивать ;= up впитывать, поглощать просачиваться; впитываться разг. вздуть, наподдать, отколотить [ səuk ]
1133	come out	становиться известным обнаруживаться, проявляться (об информации), выходить в свет приезжать (в отдалённые места),выезжать, бывать на людях,выходить, возвращаться []
572	doorstep (on one's doorstep)	рядом, поблизости, в двух шагах от чьего-л. дома; под носом у кого-л. []
686	soar	планировать, совершать парящий полёт вздыматься; возвышаться высоко летать высота (подъёма, полёта) (о зданиях, горах) [ sɔː ]
265	whiskery	со щетиной [wisk(Ə)ri]
2808	suburbia	предместья и их жители; пригороды [ sə'bɜːbɪə ]
1570	apoplectic	раздражённый апоплексический; вызывающий апоплексию предрасположенный к апоплексии человек перенёсший инсульт [ ˌæpə'plektɪk ]
2099	unbidden	незваный, непрошеный [ ʌn'bɪd(ə)n ]
1880	rocking	рокинг пар.сп., раскачивание [ rɔkɪŋ ]
2154	exceedingly	весьма, очень, сильно, чрезвычайно Syn: extraordinarily, extremely [ ɪk'siːdɪŋlɪ ], [ ek- ]
2695	declining	идти к концу; приходить в упадок;меньшаться, идти на убыль;падать морально отклонять, давать вежливый отказ; падение, спад; упадок, конец, закат склон, уклон ухудшение спускаться вниз [ dɪ'klaɪn ]
2607	resound	быть на слуху; быть знаменитым; греметь громко звучать, раздаваться; оглашаться прославлять, славить [ rɪ'zaund ]
13	beaming	сияющий, лучезарный [ 'biːmɪŋ ]
2273	uphold	поддерживать, помогать подтверждать, одобрять сохранять, удерживать (на том же уровне) поднимать [ ʌp'həuld ]
174	relief	облегчение, утешение [rilif]
2364	insolently	нагло, дерзко, нахально надменно, высокомерно, пренебрежительно [ 'ɪns(ə)ləntlɪ ]
845	longingly	сильно желая; нетерпеливо, жадно [ 'lɔŋɪŋlɪ ]
822	heaving	вздувание, (their flanks heaving and sweaty)вздутие подъём бросание, швыряние передвижение, перемещение "подбрасывание" (деревенская пасхальная традиция в Англии подбрасывать в воздух людей противоположного пола) [ 'hiːvɪŋ ]
1725	sprout	отращивать покрываться всходами давать почки, пускать ростки отпрыск, потомок, наследник побег, росток;[ spraut ]
2158	festive	весёлый, праздничный, радостный [ 'festɪv ]
1281	tongs	щипцы тех. клещи [ tɔŋz ]
2540	encounter	(неожиданно) встретиться, столкнуться наталкиваться на ,сталкиваться; иметь столкновение случайная встреча [ ɪn'kauntə ], [ en- ]
2156	fellowship	товарищество, братство чувство товарищества, дружеские отношения членство стипендия [ 'feləuʃɪp ]
1450	pouchy	мешковатый [ 'pauʧɪ ]
934	take on	браться (за дело) иметь успех, становиться популярным бросать-принимать вызов волноваться, расстраиваться []
984	build	(up) расти, нарастать; усиливаться (on) основывать, базировать ооружать, строить; возводить [ bɪld ]
396	mean	предназначать думать, подразумевать значить, означать предвещать, предполагать [ miːn ]
1159	ferret	сыщик; ищейка,зоол. хорёк (одомашненный, предназначен уничтожения крыс и т. п.) см. тж. polecat; выгонять из норы разнюхивать; рыться, шарить, выискивать [ 'ferɪt ], [ 'fe- ]
257	uneasy	беспокойный
2593	pertaining to	относительно, в отношении [ pɜː'teɪnɪŋ ]
1510	swivel	вертлюг, шарнирное соединение swivel chair — вращающийся стул [ 'swɪv(ə)l ]
850	lurch	крен склонность, расположенность, тенденция шаткая походка; пошатывание, шатание идти шатаясь, пошатываться двойная проигранная партия (в криббидж, триктрак) [ lɜːʧ ]
11	beady	как бусинка, напоминающий бусинку (маленький, круглый и блестящий) - beady eyes [bidi]
1191	jumpy	нервный, неспокойный, несдержанный волнующий, щекочущий нервы [ 'ʤʌmpɪ ]
1022	hoarse	охрипший, хриплый, сиплый [ hɔːs ]
1156	emblazoned	украшенный геральдическими символами, эмблемами, расписанный ;богато, великолепно украшенный [ ɪm'bleɪz(ə)nd ], [ em- ]
2488	ambiguous	двусмысленный сомнительный; неопределённый, неясный; допускающий двоякое толкование; неоднозначный полный сомнений, сомневающийся; колеблющийся [ æm'bɪgjuəs ]
2116	asylum	убежище, пристанище, прибежище приют (благотворительное учреждение для инвалидов, одиноких, психически больных) [ ə'saɪləm ]
518	advance	продвигаться вперёд продвигать, содействовать, способствовать The troll was advancing on her [ əd'vɑːn(t)s ]
381	infernal	адский; относящийся к аду, преисподней [ ɪn'fɜːn(ə)l ]
899	skimming	быстрый просмотр; поверхностное ознакомление кольжение, взлетание скимминг (мошенничество с кредитными картами)снятие накипи снятие сливок избавление от чего-л. поверхностного, ненужного [ 'skɪmɪŋ ]
1474	scallywag	бездельник, плутишка, шалопай заморыш (о животном) ( rascal, scapegrace ) [ 'skælɪwæg ]
2096	tramp	тяжело ступать, громко топать ,идти, ходить пешком ,топтать, утаптывать, наступать; нажимать ногой; давить ногой бродяга любитель прогулок проститутка пешая прогулка звук тяжёлых шагов; топот [ træmp ]
2672	chic	шик, изящество, элегантность модный, нарядный, роскошный, шикарный chic sale — амер.; эвф. уборная (во дворе) [ ʃiːk ]
1965	crack	острота, шутка; произносить вслух; громко говорить,сплетничать треск, хруст,удар, затрещина ружейный выстрел; охота ломающийся голос то, что хвалят, свежие новости великолепный, первоклассный, трещать, скрежетать,стрелять, палить колоть, расщеплять,давать трещину, [ kræk ]
3	ashen	пепельный, из пепла [ 'æʃ(ə)n ]
713	trip	спотыкаться, падать; опрокидываться ставить подножку; опрокидывать путешествие [ trɪp ]
986	casually	случайно, по воле случая без предварительного намерения, мимоходом; по (удобному, подходящему) случаю неумышленно, нечаянно [ 'kæʒjuəlɪ ]
2388	pate	башка, голова, интеллект, разум, рассудок, ум ; шутл. макушка , кожа на голове телёнка, паштет [ peɪt ]
181	rumbling	громыхание, грохот, грохотанье [ 'rʌmblɪŋ ]
980	blankly	беспомощно безучастно; невыразительно, тупо прямо, решительно крайне, очень, чрезвычайно [ 'blæŋklɪ ]
1929	vaulted	сводчатый [ 'vɔːltɪd ]
2300	beads	бусы; бисер шарик капля пузырёк нанизывать вышивать бисером [ biːd ]
16	beet	свёкла [bit]
476	strict	строгий, требовательный, взыскательный; жёсткий [ strɪkt ]
232	swelled	увеличилось
2113	announcement	объявление, сообщение; извещение, уведомление [ ə'naun(t)smənt ]
2135	crisp	рассыпчатый, хрустящий жёсткий, твёрдый ясно очерченный, выраженный;решительный, завитой, кудрявый хрустеть покрываться рябью завиваться,хрустящий картофель, чипсы [ krɪsp ]
2506	clot	комок, сгусток свернувшаяся кровь, сгусток крови, тромб скопление людей дурак, болван образовывать комки, сгустки собираться толпой, засорять спутываться, сбиваться [ klɔt ]
2114	apparition	появление, явление (особенно неожиданное) видение; привидение, призрак видимость [ ˌæp(ə)'rɪʃ(ə)n ]
251	tread_(trod, trodden)	идти, ступать, шагать топтать, наступать, давить [ tred ]
1109	amble	идти лёгким шагом идти иноходью ехать на иноходце иноходь (о движении лошади) [ 'æmbl ]
813	grate	жаровня (решётка для приготовления пищи, устанавливается над огнём)каминная решётка камин, очаг [ greɪt ]
1627	flogging	порка (телесное наказание) [ 'flɔgɪŋ ]
2023	mild	мягкий, тихий, спокойный сострадательный, милосердный мягкий, умеренный спокойный, нешумный [ maɪld ]
2071	shock	копна, скирда масса, куча; множество удар, толчок; сотрясение шок поражать, потрясать [ ʃɔk ]
1416	maggoty	червивый причудливый, прихотливый, странный рассерженный, сердитый [ 'mægətɪ ]
1703	scornfully	презрительно, пренебрежительно насмешливо, с издёвкой Syn: mockingly [ 'skɔːnf(ə)lɪ ], [ -fulɪ ]
804	forget me not blue	[]
1206	misuse	неправильное использование плохое обращение злоупотребление неправильно употреблять; неправильно применять злоупотреблять [ ˌmɪs'juːs ]
2067	runty	малорослый, низкорослый Syn: dwarfish, undersized, runted [ 'rʌntɪ ]
1561	acrid	острый, резкий (на вкус) ; едкий (о запахе) ; раздражающий [ 'ækrɪd ]
1751	venture	рисковать (чем-л.) ; ставить на карту ;отважиться, решиться; осмелиться; рискованное предприятие, рискованное начинание сумма, подвергаемая риску; ставка [ 'venʧə ]
853	meddle	заниматься, интересоваться чем-л.; вмешиваться, совать свой нос [ 'medl ]
2596	prejudiced	предвзятый, пристрастный, тенденциозный лицеприятный, необъективный, [ 'preʤədɪst ]
946	transfix	приколоть, пригвоздить пронзать, прокалывать, протыкать (чем-л. острым) [ træn(t)s'fɪks ], [ trɑːn- ]
2265	trapdoor	люк, опускная дверь лазейка (слабое место программы) вентиляционная дверь [ ˌtræp'dɔː ]
611	heaven knows	бог знает heaven (only) knows []
1377	gaunt	мрачный, отталкивающий, суровый; пустынный, заброшенный, сухопарый; худой, костлявый удлинённый; вытянутый [ gɔːnt ]
2064	replenish	снова наполнять, пополнять [ rɪ'plenɪʃ ]
1572	attitude	позиция; отношение поза; положение положение самолёта в воздухе [ 'ætɪt(j)uːd ]
94	foghorn	туманный горн [fɔghɔ:n]
2489	amenity	(ies) удовольствия приятность; мягкость; вежливость; любезность комфортабельность; коммунальные удобства [ ə'miːnətɪ ]
897	shiver	трепетать; дрожать, трястись заполоскать (парус) дрожь, трепет лихорадка обломок, осколок, кусок, часть раскалывать, разбивать вдребезги [ 'ʃɪvə ]
1049	radish	плод редиса, редиска [ 'rædɪʃ ]
2782	prophetic(al)	пророческий; предсказывающий [ prə'fetɪk((ə)l) ]
832	hop	подпрыгивать; двигаться подпрыгивая перепрыгивать хромать, прихрамывать танцы, танцевальный вечер [ hɔp ]
1863	pinstriped	в тонкую полоску [ 'pɪnstraɪpt ]
1144	dig (dug)	копать, рыть [ dɪg ][ dʌg ]
2123	bequeath	завещать объявлять; говорить, заявлять; обозначать оплакивать, скорбеть [ bɪ'kwiːð ]
2297	awkwardly	неуклюже, неловко; грубо, грубовато; нескладно неудобно, неловко, в дурацком положении [ ɔːkwədlɪ ]
365	grasp	схватывание; крепкое сжатие; хватка [ grɑːsp ]
2700	disparity	неравенство; несоответствие; несоразмерность [ dɪs'pærətɪ ]
2669	carry out	выполнять, осуществлять; приводить в исполнение []
2086	sweatshirt	толстовка, фуфайка, балахон [ 'swetʃɜːt ]
2016	latch	щеколда, засов, защёлка,дверной замок, запирать, закрывать на задвижку,вцепиться в заполучать, приобретать, увязываться за,вникнуть во,[ læʧ ]
2562	hive off	исчезать, уходить без предупреждения отделяться []
32	bully	угрозами или силой заставить грозить, запугивать, первоклассный, великолепный, задира, забияка хулиган, драчун [ 'bulɪ ]
1499	spare	запасной, запасный; резервный; лишний, свободный, дополнительный худой,строгий беречь, жалеть,обходиться (без) [ speə ]
2697	deviance	сущ.; = deviancy, психол. девиантность, девиантное поведение ,неправильность, аномальность [ 'diːvɪən(t)s ]
101	grateful	благодарный; признательный [ 'greɪtf(ə)l ]
640	mind	возражать, иметь что-л. против следить, напоминать обращать внимание слушаться (кого-л.) , прислушиваться беспокоиться, тревожиться быть внимательным, аккуратным; не забыть выполнить беречься, остерегаться заботиться (о ком-л. / чём-л.) ; смотреть, присматривать мнение, взгляд, точка зрения память; воспоминание разум; [ maɪnd ]
1596	chip	откалывать; отламывать; отбивать есать, обтёсывать, вырезать отбивать быть хрупким, резать картофель длинными, тонкими ломтиками для жарки тонкая пластинка место, где отбит кусок; щербин(к)а, [ ʧɪp ]
1338	chin	трёп, пустая болтовня подбородок дерзкие слова, дерзости дерзить (up) подтянуться на руках [ ʧɪn ]
2049	piston	поршень; плунжер пистон, клапан (в медных духовых инструментах) [ 'pɪst(ə)n ]
2426	reverence	благоговение почтение; почтительность; уважение; почитание поклон, реверанс рел. преподобие [ 'rəv(ə)r(ə)n(t)s ]
5	astride	широко расставив ноги 2) верхом (на лошади, на стуле)
62	deafening	оглушительный, очень громкий, способный оглушить [def(ǝ)niŋ]
756	chestnut	каштан (плод) гнедая лошадь каштановый цвет [ 'ʧesnʌt ]
538	blast	форсированная тяга; дутьё [ blɑːst ]
1753	vulture	стервятник, хищник (о человеке) [ 'vʌlʧə ]
2094	to put right	исправлять, корректировать []
401	mutter	бормотать; говорить тихо, невнятно [ 'mʌtə ]
1581	bickering	спор, ссора Syn: argument, controversy, conflict, contention, debate, discord, dispute, dissension, friction, quarrel, strife, wrangle, altercation, variance Ant: agreement, coincidence, consensus, unanimity [ 'bɪkərɪŋ ]
600	glee	веселье; ликование (часто с оттенком злорадства) [ gliː ]
1087	trail away	to become fainter, quieter, or weaker []
608	grumble	ворчать, жаловаться [ 'grʌmbl ]
1522	thug (thuggish)	убийца; головорез, бандит ( Thug) ист. туг, тхаг (представитель преступной организации, существовавшей в Индии до 19 в [ θʌg ]
350	freckle	веснушка [ 'frekl ]
836	inch	двигаться медленно, осторожно дюйм небольшое расстояние высота, рост островок, луг у реки холм, бугор посреди равнины [ ɪnʧ ]
566	desert	необитаемый, безлюдный пустыня; пустынный район [ 'dezət ]
1685	purse	сжимать морщить; морщиться дамская сумочка денежный фонд; анат. мошонка мотня (в неводе) [ pɜːs ]
1204	masterpiece	шедевр лучший образец, образцовое изделие разг. кто-л. или что-л. удивительное, достойное восхищения [ 'mɑːstəpiːs ]
2451	spangle	усеивать, усыпать блестеть, сверкать украшать блёстками блёстка поэт. звезда [ 'spæŋgl ]
276	accountant	бухгалтер, счетовод [ ə'kauntənt ]
2301	bedpan	подкладное судно [ 'bedpæn ]
999	din	шум, грохот, гул, нестихающий звон шуметь, грохотать; оглушать шумом [ dɪn ]
1353	dim	тусклый, неяркий; плохо соображающий, недалёкий скептический, пессимистический слабый, приглушённый [ dɪm ]
2688	corpus	свод (законов) ; собрание (сочинений) корпус (текстов) основной капитал тело, туловище сущ.; лат.; мн. corpora [ 'kɔːpəs ]
2395	pick and choose	быть разборчивым []
1300	wretched	бедный, несчастный ;плохой, жалкий, никудышный ;презренный, низкий ;ужасный, отчаянный, крайний [ 'reʧɪd ]
1098	waffle	(on) болтать попусту, лить воду вафля [ 'wɔfl ]
1840	lookout	наблюдательный пункт наблюдение виды, шансы, перспективы забота, дело [ 'lukaut ]
1076	sweltering	душный, жаркий, знойный [ 'swelt(ə)rɪŋ ]
557	club	дубинка, дубина; палица (вид древнего оружия) [ klʌb ]
1036	midst	середина (centre ) [ mɪdst ]
1372	flew away (flewaway)	развеваться hair flew away in the wind. — Её волосы развевались на ветру. []
1950	bracket	газовый рожок кронштейн, консоль; бра, держатель обычно мн. скобка группа, класс, разряд, категория заключать в скобки упоминать, ставить в один ряд (чтобы подчеркнуть сходство)[ 'brækɪt ]
728	“You’ve got some nerve”	вымотать кому-л. нервы,[]
1602	cuff	слегка ударять рукой; шлёпать бить (кулаком) ; колотить, наносить удары манжета; обшлаг от handcuffs наручники надевать наручники пощёчина, оплеуха; лёгкий удар рукой по лицу [ kʌf ]
2719	fortitude	сила духа, стойкость Syn: courage [ 'fɔːtɪt(j)uːd ], [ -ʧuːd ]
501	vault	прыгать, перепрыгивать (опираясь на) вольтижировать ; подвал, погреб свод возводить свод изгибаться [ vɔːlt ]
585	enviously	завистливо, с завистью [ 'envɪəslɪ ]
1250	scruffy	грязный, неряшливый [ 'skrʌfɪ ]
2514	concave	вогнутый; впалый изогнутый вогнутая поверхность поэт. небо, небесный свод делать вогнутым [ kɔŋ'keɪv ]
1507	sumptuous	роскошный; дорогостоящий; богатый; пышный, великолепный, шикарный [ 'sʌmpʧuəs ], [ -tju- ]
651	parcel	пакет, свёрток, тюк, узел, мешок посылка, бандероль [ 'pɑːs(ə)l ]
924	stray	отбившееся от стада, заблудившийся, сбиться с пути, заблудиться; отбиться ,блуждать; бродить, скитаться ,помехи, побочные сигналы случайный; редкий, отдельный [ streɪ ]
2293	afterthought	запоздалая мысль, запоздалое раздумье [ 'ɑːftəθɔːt ]
2140	curvy	изогнутый, кривой [ 'kɜːvɪ ]
2618	soluble	растворимый объяснимый; разрешимый, имеющий решение, поддающийся решению растворимый компонент [ 'sɔljəbl ]
699	strap	ремень, ремешок завязка, штрипка порка ремнём стягивать ремнём [ stræp ]
1269	straw	солома; соломка соломенная шляпа мелочь, пустяк цвет соломы; соломенный [ strɔː ]
2722	gobble	жадно, быстро; пожирать глотать, читать запоем кулдыкать (об индюке) [ 'gɔbl ]
1774	brat	надоедливый ребёнок; плохо воспитанный ребёнок; плащ лоскут, тряпка тонкий пласт угля с пиритом [ bræt ]
234	swing, swung	качать; раскачивать; размахивать б) качаться, колебаться
176	revolting	отвратительный; отталкивающий, противный [ rɪ'vəultɪŋ ]
1846	misleading	вводящий в заблуждение, обманчивый [ mɪs'liːdɪŋ ]
1974	delapidated	ветхий [ 'læpɪdeɪt ]
18	blame	виноват
705	tackle	схватить, поймать (вора),блокировать захватом; сбивать игрока вступать в спор, дискуссию ривязывать, укреплять,пытаться найти решение энергично, с усердием браться, приниматься инструмент, принадлежности тали, снасти; оснастка, такелаж лебёдка, ворот [ 'tækl ]
172	reckon	полагать, рассматривать, считать, придерживаться мнения [ 'rek(ə)n ]
2334	draw down	истощать, исчерпывать, израсходовать навлекать (гнев) уваривать, выпаривать []
1003	distract	отвлекать, уводить в сторону приводить в смятение; смущать; расстраивать [ dɪ'strækt ]
2394	pick a quarrel with smb.	выискивать повод для ссоры с кем-л. []
110	hinge	петля (например, дверная) шарнир; крюк решающий момент, поворотный пункт [hinʤ]
916	squeeze	сжимать; сдавливать теснота, давка [ skwiːz ]
2014	landlord	хозяин гостиницы, пансиона землевладелец, помещик, сдающий землю в аренду;арендодатель, домовладелец [ 'lændlɔːd ]
806	fudge	сливочная помадка чушь, выдумка, враньё обманщик, плут обманывать вводить в заблуждение [ fʌʤ ]
1314	battering-ram	таран, стенобитное орудие [ 'bæt(ə)rɪŋræm ]
1763	apiece	каждый; за каждого, с головы; на каждого за штуку; со штуки; поштучно [ ə'piːs ]
1841	lurid	огненный, пылающий мертвенно-бледный страшный, зловещий, угрожающий сенсационный [ 'l(j)uərɪd ]
856	mist	(лёгкий) туман; дымка; мгла; пасмурность затуманиваться [ mɪst ]
2003	hone	полировать хонинговать точить, затачивать точильный камень,[ həun ]
656	pound	бить, колотить [ paund ]
495	trot	спешить, торопиться идти рысью (о лошади) [ trɔt ]
2242	shoelace	шнурок для ботинок to knot / tie a shoelace — завязать шнурок [ 'ʃuːleɪs ]
778	disgusting	отвратительный, плохой, противный [ dɪs'gʌstɪŋ ]
99	glistening	блестящий [glis(ǝ)niŋ]
1089	trickle	течь тонкой струйкой, сочиться; капать двигаться медленно и небольшими группами слегка ударить (мяч)струйка [ 'trɪkl ]
1259	sole	подошва; ступня подмётка ставить подмётку (на обувь) единственный, одиночный [ səul
96	gamekeeper	лесник, егерь, охраняющий дичь (от браконьеров) [ 'geɪmˌkiːpə ]
634	lumber	загромождать тяжело ступать, неуклюже двигаться [ 'lʌmbə ]
2645	abusive	бранный, оскорбительный жестокий, насильственный злоупотребляющий; коррумпированный [ ə'bjuːsɪv ]
912	splash (es)	брызги пятно показной, внешний эффект; шумиха брызгать, плескать усеивать; расцвечивать [ splæʃ ]
2212	outlast	пережить (кого-л. / что-л.) прожить, протянуть (в течение какого-л. времени) длиться дольше, чем (что-л.) ; превосходить по длительности продержаться дольше [ ˌaut'lɑːst ]
2812	tangible	вещественный, материальный, осязаемый ясный; ощутимый, заметный; реальность, факт нечто ощутимое, реальное, осязаемое;[ 'tænʤəbl ]
2811	tame	приручать; дрессировать, укрощать; одомашнивать приручённый, одомашненный; укрощённый культурный, культивируемый покорённый, неопасный смиряться; становиться покорным, послушным ослаблять, смягчать лишать живости, красок, делать скучным [ teɪm ]
2034	nuff	довольно, достаточно [ nʌf ]
1323	big(-)headed	заносчивый, хвастливый [ bɪg'hedɪd ]
859	move along	продвигаться вперёд (чтобы освободить место) хъ
408	peculiar	специфический; особенный; своеобразный; необычный [ pɪ'kjuːlɪə ]
113	hug	крепко обнимать, сжимать в объятиях [h˄g]
1359	downhill	откос, склон скоростной спуск (на лыжах) на закате, на склоне (жизни) в упадке, в плохом состоянии, на низком уровне [ 'daun'hɪl ]
835	icicle	сосулька [ 'aɪsɪkl ]
1662	ludicrous	курьёзный, нелепый, смехотворный, смешной Syn: absurd [ 'luːdɪkrəs ]
1153	dumbstruck	онемевший (от внезапных чувств) [ 'dʌmstrʌk ]
1576	balefully	злобно, зло; озлобленно вредно, губительно, пагубно [ 'beɪlf(ə)lɪ ], [ -fulɪ ]
2601	ransom	выкуп огромная цена, арендная плата искупать ребовать выкуп [ 'ræn(t)s(ə)m ]
602	gloatingly	злорадно; со злорадством [ 'gləutɪŋlɪ ]
834	hut	лачуга, хибар(к)а, хижина; барак; [ hʌt ]
790	exhausted	истощённый, изнурённый; измученный; обессиленный потраченный, израсходованный, использованный вакуумный (с выкачанным содержимым) [ ɪg'zɔːstɪd ], [ eg- ], [ ɪk'sɔː- ], [ ek- ]
2377	misgiving	опасение; предчувствие дурного [ mɪs'gɪvɪŋ ]
1856	orphaned	осиротелый, лишившийся родителей незащищённый, беззащитный снятый с производства [ 'ɔːf(ə)nd ]
939	thick	неразборчивый, невнятный хриплый, сиплый, низкий толстый;густой, частый гуща, чаща; пекло, разгар густо, плотно [ θɪk ]
1487	sinew	сухожилие мускулатура; сила, мощь крепить, укреплять, соединять, объединять; совмещать [ 'sɪnjuː ]
1688	relish	удовольствие, вкус, смак пристрастие, интерес, склонность привлекательность, притягательность, прелесть получать удовольствие, наслаждаться иметь привкус, след, оттенок приправлять; придавать вкус,[ 'relɪʃ ]
1545	wear off	проходить, ослабевать [ weə ]
2810	superficial	внешний, неглубокий, поверхностный кажущийся, мнимый двухмерный [ ˌs(j)uːpə'fɪʃ(ə)l ]
920	stalk	ножка; стебелёк стебель, черенок стержень; ствол подкрадывание; осторожное преследование гордая, величавая поступь; широкий шаг подкрадываться шествовать, гордо выступать; вышагивать [ stɔːk ]
2155	fathom	понимать; исследовать; разузнавать; выяснять, обхватить руками фатом, фадом, морская сажень способность быстрого восприятия; понимание [ 'fæðəm ]
2580	mimic	пародировать; передразнивать копировать симулировать,принимать защитную окраску притворный, мнимый поддельный, искусственный относящийся к мимикрии [ 'mɪmɪk ]
1864	pitch	падать бросать, кидать ставить, устанавливать; муз. давать основной тон; устанавливать планку,наклонять, устанавливать под углом ;партия товара рекламирование, расхваливание охапка, куча,поле; площадка подача угол, точка зрения вершина, кульминация, зенит уклон, скат, наклон, покатость пачкать, замарывать смолой смола; вар; дёготь стать чёрным, как смоль падение, срыв напряжение, состояние [ pɪʧ ]
377	hoot	крик совы [ huːt ]
324	dearly	по дорогой цене, дорого [ 'dɪəlɪ ]
1995	glazed	застеклённый глазурованный, покрытый глазурью лощёный, шлифованный тусклый, стеклянный, безжизненный [ gleɪzd ]
86	fear	страх
2421	rattlesnake	гремучая змея [ 'rætlsneɪk ]
2721	gauge	мера, масштаб, размер, критерий, способ оценки измерять,оценивать собирать в складки (ткань) [ geɪʤ ]
1396	immaculate	безукоризненно чистый, опрятный незапятнанный, безупречный [ ɪ'mækjələtˌ ɪ'mækjulət ]
